name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"KOVACS, CHARLES MR",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-11,2019-02-11,2019-02-11,P00010058,2020,f,
"LEFFERT, AKIVA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-14,2019-02-14,2019-02-14,P00010108,2020,f,
"DEJEAN, KHISTINA CALDWELL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-19,2019-02-19,2019-02-19,P00010165,2020,f,
"MCGEE-SMITH KEARNEY, VANESSA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-03 21:04:51,2019-02-19,2019-05-28,2019-05-28,P00010173,2020,f,
"MASON DO (RET), DR. JOHN CHRISTIPHER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-26 21:24:11,2019-02-21,2019-06-26,2019-06-26,P00010272,2020,f,
"LYNE, STEPHEN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-25,2019-02-25,2019-02-25,P00010330,2020,f,
"HOVIS, PETER ANTHONY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-05-07 21:06:18,2019-02-26,2019-05-06,2019-05-06,P00010363,2020,f,
"KAMERER, ROBERT",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-26,2019-02-26,2019-02-26,P00010389,2020,f,
"BURLINGAME, IAN INGALLS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-27,2019-02-27,2019-02-27,P00010397,2020,f,
"HICKENLOOPER, JOHN W.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},P,C,Challenger,2019-08-19 21:10:41,2019-03-04,2019-03-04,2019-03-04,P00010520,2020,f,
"THOMAE, KEITH MD FACS",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-03-04,2019-03-04,P00010546,2020,f,
"GORDON, JEREMY",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-03-04,2019-03-04,P00010561,2020,f,
"PIERCE, MARK ALLAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-03-04,2019-03-04,2019-03-04,P00010587,2020,f,
"RELLA, CHRISTOPHER PAUL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-03-04,2019-03-04,P00010595,2020,f,
"GOODMAN, GRANT STEPHEN",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-03-04,2019-03-04,P00010603,2020,f,
"SEGAL, DANIEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-05,2019-03-05,2019-03-05,P00010645,2020,f,
"FONT, JOSE DR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-05-10 21:07:02,2019-03-05,2019-05-07,2019-05-07,P00010652,2020,f,
"POLK, JAMES ALLEN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-15,2019-03-15,2019-03-15,P00010819,2020,f,
"TRAHAN, CHANCE BRADFORD MR",P,President,NON,NON-PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-06-20 21:15:35,2019-03-18,2019-06-20,2019-06-20,P00010876,2020,f,
"WARREN, M A",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-03-21,2019-07-22,2019-07-22,P00010918,2020,f,
"RODRIGUEZ, NANCY ELIZABETH MS.",P,President,LBL,LIBERAL PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-26,2019-03-26,2019-03-26,P00011031,2020,f,
"FRAZEE, PHILIP",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-27,2019-03-27,2019-03-27,P00011056,2020,f,
"MIHAMA, CHIYO",P,President,COM,COMMUNIST PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-27,2019-03-27,2019-03-27,P00011072,2020,f,
"CHANEY, ROGER MR JR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-28,2019-03-28,2019-03-28,P00011080,2020,f,
"KIRKPATRICK, JAMES A. MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-28,2019-03-28,2019-03-28,P00011106,2020,f,
"WOOLARD, RICKY DALE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-23,2019-03-23,2019-03-23,P00011148,2020,f,
"CURTIS, DAVID",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-04-01,2019-04-01,2019-04-01,P00011247,2020,f,
"GRAVEL, MAURICE ROBERT",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-22 21:11:27,2019-04-02,2019-04-02,2019-04-02,P00011254,2020,f,
"HICKS, ANDREW LEE",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-12 21:09:23,2019-04-10,2019-04-12,2019-04-12,P00011320,2020,f,
"QUARTLEY, HILLARY",P,President,SUS,SOCIALIST PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-12,2019-04-12,2019-04-12,P00011387,2020,f,
"BAGIACKAS, JAMES PENCE RN",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-14,2019-04-14,2019-04-14,P00011403,2020,f,
"SCHRADER, STEPHEN JAMES",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-15,2020-02-25,2019-06-03,P00011437,2020,f,
"ROBERTS, TAYLOR MR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-16,2019-04-16,2019-04-16,P00011460,2020,f,
"ROGERS, LEE",P,President,CRV,CONSERVATIVE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-24,2019-05-09,2019-04-24,P00011593,2020,f,
"PHILLIPS, JOHN R JR",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-08 21:04:54,2019-04-24,2019-04-24,2019-04-24,P00011619,2020,f,
"KENNEDY, CODY MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-25,2019-05-09,2019-05-09,P00011643,2020,f,
"COPE, DONALD R",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-26,2019-04-26,2019-04-26,P00011650,2020,f,
"CALDERONE, BOB MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-29,2019-04-29,2019-04-29,P00011718,2020,f,
"HOROWITZ, AMI",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-05-02,2019-05-02,2019-05-02,P00011791,2020,f,
"BOROCH, EVAN BERNARD",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-05,2019-05-05,2019-05-05,P00011825,2020,f,
"MEIER, RHETT WILKINSON MR.",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-05-08,2019-05-21,2019-05-21,P00011874,2020,f,
"JOHNSON, CHRISTOPHER LEE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-30 21:25:26,2019-05-08,2019-07-30,2019-07-30,P00011890,2020,f,
"JOHNSON PENDLETON, CATHY DENISE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-08,2019-05-09,2019-05-09,P00011908,2020,f,
"CHAVEZ, RAMIE NICOLE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-09,2019-05-20,2019-05-09,P00011924,2020,f,
"MILLER, ERVAN KATARI MR.",P,President,DFL,DEMOCRATIC-FARMER-LABOR,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-11,2019-05-11,2019-05-11,P00011957,2020,f,
"ROCKMAN, CHRISTOPHER DALE MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-12,2019-05-22,2019-05-12,P00011973,2020,f,
"BOWHALL, WILLIAM E. JUNIOR",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-19 11:45:25,2019-05-19,2019-05-19,2019-05-19,P00012088,2020,f,
"LANDINGHAM, MICHAEL D",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-20,2019-05-20,2019-05-20,P00012096,2020,f,
"RAINS, DARRYL SCOTT MR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-22,2019-07-09,2019-05-22,P00012120,2020,f,
"MCKINLEY, MICHAEL MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-22,2019-05-22,2019-05-22,P00012138,2020,f,
"GERHARDT, ERIK",P,President,LP,,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-04 23:38:06,2019-05-23,2020-03-16,2020-03-03,P00012153,2020,f,
"JAMES, THOMAS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-06-04,2019-07-23,2019-07-23,P00012245,2020,f,
"BLEVINS, KENNETH",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-06-06,2019-06-06,2019-06-06,P00012278,2020,f,
"BASSETT, THOMAS",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-14 21:08:39,2019-06-11,2019-06-11,2019-06-11,P00012336,2020,f,
"MILLER, CLARA SUE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-14 21:08:39,2019-06-13,2019-06-13,2019-06-13,P00012344,2020,f,
"MIN, ANGELA JA YUNG MS.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-16,2019-06-16,2019-06-16,P00012401,2020,f,
"NICKLAUS, PATRICIA A",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-26,2019-06-26,2019-06-26,P00012518,2020,f,
"KAUFER, JACOB",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-07,2019-07-22,2019-07-07,P00012641,2020,f,
"ABRAMSON, MAX",P,President,VET,VETERANS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-04-19 21:09:39,2019-07-09,2020-04-19,2020-04-19,P00012732,2020,f,
"HILLIKER, OSCAR BERT",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-15,2019-07-15,2019-07-15,P00012807,2020,f,
"KA'ANA'ANA, CARMEN KU'ULEIALOHA PRINCE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-16,2019-07-16,2019-07-16,P00012823,2020,f,
"BECKMAN, DALE ARTHUR JR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-17,2019-07-17,2019-07-17,P00012849,2020,f,
"PHIPPS, BRADYN MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-31,2019-07-31,2019-07-31,P00012955,2020,f,
"MOSER, ROBERT DUANE MR. JR.",P,President,NON,NON-PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-01,2019-08-01,2019-08-01,P00012989,2020,f,
"CALDERON, CHRISTOPHER SALAZAR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-04,2019-09-06,2019-08-04,P00013011,2020,f,
"POPE SR, WAYNE ANTHONY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-06,2019-08-06,2019-08-06,P00013045,2020,f,
"BURLESON, JOVAN MR",P,President,APF,AMERICAN PEOPLE'S FREEDOM PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-08,2019-08-08,2019-08-08,P00013086,2020,f,
"HUMPHREY, BRIAN ANDREW",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-09,2019-09-05,2019-08-09,P00013102,2020,f,
"CARL, ARRECHEA",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-12,2019-08-12,2019-08-12,P00013110,2020,f,
"KITCHEL, MACK",P,President,SLP,SOCIALIST LABOR PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-14,2019-08-14,2019-08-14,P00013144,2020,f,
"BOYD, MOSEMARIE DORA (""MOSIE"")",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-27 22:00:38,2019-08-20,2019-08-20,2019-08-20,P00013201,2020,f,
"BRYANT, DANIEL",P,President,VET,VETERANS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-21,2019-08-21,2019-08-21,P00013227,2020,f,
"WALSH, JOE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-08-25,2019-08-25,2019-08-25,P00013276,2020,f,
"DUNHAM, KEENAN WALLACE",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-08-26,2019-08-26,2019-08-26,P00013284,2020,f,
"LANDI, KEITH STEPHEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-08-27,2019-09-05,2019-08-27,P00013318,2020,f,
"WATTS, JAROM",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-08-29,2019-09-20,2019-08-29,P00013342,2020,f,
"FLYNN, JOHN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-03,2019-09-03,2019-09-03,P00013383,2020,f,
"HENRY, JOHNNY ISHMEL",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-08 21:11:19,2019-09-05,2019-10-07,2019-10-07,P00013409,2020,f,
"BRADSHAW, DANNIE MICHAEL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-09,2019-09-09,2019-09-09,P00013458,2020,f,
"HORN, LAWRENCE ROBERT",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-08 21:11:19,2019-09-09,2019-09-09,2019-09-09,P00013482,2020,f,
"JORGENSEN, JO",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-17 21:13:50,2019-08-13,2019-08-13,2019-08-13,P00013524,2020,f,
"CARY, CJ L MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-18 21:10:45,2019-09-16,2019-12-18,2019-12-18,P00013615,2020,f,
"JACKSON, CARL ANTHONY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-19,2019-11-12,2019-09-19,P00013672,2020,f,
"DAVIS, RACHEL",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-16,2019-11-07,2019-09-16,P00013714,2020,f,
"HEPPNER, DUANE LEE MR",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-30,2019-10-15,2019-09-30,P00013748,2020,f,
"PLANTE, ROBIN ANN MRS",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-01,2019-10-01,2019-10-01,P00013763,2020,f,
"JONES, THOMAS MORGAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-17 21:09:41,2019-10-09,2019-12-13,2019-12-13,P00013888,2020,f,
"GRANT, PATRICIA ANN DR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-21 21:08:28,2019-10-14,2020-05-21,2020-05-21,P00013938,2020,f,
"HUMPHREY, ROBERT CAROLYLE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-13 21:08:49,2019-10-15,2019-12-12,2019-12-12,P00013961,2020,f,
"JARRAR, AMANI MRS.",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-19,2019-10-19,2019-10-19,P00013979,2020,f,
"EDALGO, JAMES EDWARD",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-21,2019-11-12,2019-10-21,P00014019,2020,f,
"LEA, BRANDIN P",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-21,2019-11-11,2019-10-21,P00014043,2020,f,
"BEARD, LONNIE RICHARD MR III",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-10-28,2019-10-28,2019-10-28,P00014134,2020,f,
"KRAUT, CHARLES WILLIAM",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-10-29,2019-10-29,2019-10-29,P00014159,2020,f,
"ACKER, RYAN",P,President,NON,NON-PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-07,2019-11-07,2019-11-07,P00014241,2020,f,
"DAVLIN, BENNETT JOSHUA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-13,2019-11-13,2019-11-13,P00014365,2020,f,
"PATRICK, DEVAL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-11-14,2019-11-14,2019-11-14,P00014407,2020,f,
"SEALES, PHILLIP J. MR.",P,President,DFL,DEMOCRATIC-FARMER-LABOR,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-14,2019-11-26,2019-11-14,P00014415,2020,f,
"MORRIS, RICKEY D MR JR",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-20,2019-11-20,2019-11-20,P00014498,2020,f,
"DANG, BETTY",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-20,2019-11-20,2019-11-20,P00014506,2020,f,
"MANNING, ROBERT LEE JR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-11-27,2019-11-27,2019-11-27,P00014654,2020,f,
"EPPS, LESLIE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-05,2019-12-05,2019-12-05,P00014720,2020,f,
"VANACORE, LOUIS DEAN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-11 21:14:46,2019-12-05,2020-02-08,2020-02-08,P00014746,2020,f,
"WILSON, CHAD ANTHONY",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-11,2019-12-11,2019-12-11,P00014811,2020,f,
"QUINN, FRANK G",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-16,2019-12-16,2019-12-16,P00014837,2020,f,
"VIBE, ROME",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-18,2019-12-26,2019-12-18,P00014845,2020,f,
"WILLIAMS, THOMAS EDWARD",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-19,2019-12-19,2019-12-19,P00014860,2020,f,
"RIVERA, LUIS MR JR",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-21,2019-12-21,2019-12-21,P00014886,2020,f,
"JEFFERSON, DAKINYA J",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-22,2019-12-22,2019-12-22,P00014902,2020,f,
"RICHARDSON, TAMBRA D MS RYAN",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-12-31,2019-12-31,2019-12-31,P00014993,2020,f,
"SERIC, DENIS",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-02,2020-01-14,2020-01-02,P00015016,2020,f,
"SAVALA, HARLAN VILAS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-06,2020-01-06,2020-01-06,P00015032,2020,f,
"GOODSON, ALEXIS MARIE",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-07,2020-01-07,2020-01-07,P00015040,2020,f,
"MULLEN, BROOKE MARIE",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-07,2020-01-07,2020-01-07,P00015057,2020,f,
"SHAY, MARK",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-11,2020-01-11,2020-01-11,P00015115,2020,f,
"PHILLIPS, ANDREW S MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-12,2020-01-12,2020-01-12,P00015123,2020,f,
"MORIELLO, ANTHONY MICHAEL MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-14,2020-01-14,2020-01-14,P00015180,2020,f,
"BAGBY, MICHAEL PAUL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-19,2020-01-19,2020-01-19,P00015222,2020,f,
"KRICHEVSKY, RITA ANNA-MARIA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-12,2020-02-12,2020-02-12,P00015479,2020,f,
"ADAMS, EMILY ROSE MS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-20,2020-02-20,2020-02-20,P00015529,2020,f,
"PINNAVARIA, CARMELO (CARMEN) MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-22,2020-03-04,2020-02-22,P00015560,2020,f,
"GRAHAM, NATHAN",P,President,NON,NON-PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-25,2020-02-25,2020-02-25,P00015586,2020,f,
"SCHERRER, JOSHUA JEFFREY",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-04,2020-03-04,2020-03-04,P00015636,2020,f,
"HALL, ELLA REE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-05,2020-03-05,2020-03-05,P00015669,2020,f,
"PENNINGTON, RICHARD LEE MR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-18 21:13:37,2020-03-11,2020-03-11,2020-03-11,P00015685,2020,f,
"SOLOMON, DEANDRE LAMONT SUPERMAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-03-25,2020-03-25,2020-03-25,P00015750,2020,f,
"KLEIN, JOHN JAMES",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-03-25,2020-03-25,2020-03-25,P00015768,2020,f,
"MEIRING, ERIC RICHARD REV.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-06,2020-04-06,2020-04-06,P00015800,2020,f,
"FRANKLIN, LEE CHRISTOPHER",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-15 22:21:07,2020-04-09,2020-05-15,2020-05-15,P00015867,2020,f,
"THARALDSON, LON DWIGHT MR",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-12,2020-04-12,2020-04-12,P00015875,2020,f,
